Age,Income,City,Vehicle_Budget,Driving_Habits,Environmental_Concern,Will_Buy_EV
30.0,1787916.0,Bangalore,522374,Low,2,1
39.0,337116.0,Pune,1591282,Medium,5,0
35.0,350943.0,Hyderabad,466232,Low,1,1
23.0,420375.0,Delhi,447334,Medium,4,0
25.0,705935.0,Pune,1715902,Medium,1,0
41.0,1794245.0,Pune,793441,Low,2,1
45.0,1921210.0,Bangalore,966244,High,4,0
22.0,967522.0,Delhi,1353009,High,4,0
60.0,1205344.0,Bangalore,1694467,High,1,1
61.0,545252.0,Mumbai,638371,Medium,4,0
33.0,1483596.0,Pune,1117495,Medium,1,0
30.0,249892.0,Mumbai,1119916,High,1,0
37.0,381593.0,Bangalore,1332822,Medium,1,1
31.0,1077933.0,Hyderabad,914484,Medium,5,1
42.0,939280.0,Pune,1254040,High,2,0
31.0,545535.0,Hyderabad,1640804,Low,4,1
32.0,480064.0,Delhi,938743,High,3,1
44.0,1504792.0,Pune,586946,High,2,1
64.0,1220961.0,Mumbai,538875,Low,3,0
38.0,1407935.0,Hyderabad,881300,Medium,1,1
55.0,983059.0,Delhi,938898,High,4,1
64.0,325702.0,Pune,1762406,High,2,1
27.0,273527.0,Delhi,1812361,Medium,3,0
48.0,1395087.0,Mumbai,1680642,Medium,3,0
51.0,1115108.0,Pune,508758,Low,3,0
63.0,949980.0,Delhi,1356733,Medium,2,1
37.0,1028667.0,Bangalore,1329921,High,5,1
25.0,883019.0,Pune,873030,Medium,1,1
37.0,487120.0,Pune,1575592,Medium,4,0
38.0,1483887.0,Pune,831963,Low,3,0
41.0,1069075.0,Pune,588372,Low,2,0
56.0,923225.0,Bangalore,323349,High,3,0
51.0,1618351.0,Mumbai,1339388,High,2,0
,923666.0,Bangalore,429417,Medium,5,1
22.0,1829561.0,Bangalore,611322,High,3,0
47.0,794670.0,Delhi,505732,High,3,0
29.0,1003083.0,Hyderabad,1486236,Medium,4,0
54.0,380116.0,Hyderabad,920767,Medium,2,0
48.0,214633.0,Delhi,1069486,Medium,2,0
34.0,279164.0,Bangalore,953332,Low,5,1
52.0,987001.0,Delhi,1311074,Low,3,0
26.0,653116.0,Pune,387687,Medium,4,0
31.0,1053941.0,Delhi,363196,Low,1,0
49.0,323425.0,Delhi,808370,Low,4,1
40.0,974508.0,Pune,332400,Low,4,1
50.0,,Hyderabad,815593,High,4,0
43.0,495182.0,Pune,575680,Medium,4,1
39.0,1428736.0,Mumbai,695916,Medium,3,0
56.0,1452825.0,Delhi,1291849,High,4,1
23.0,405538.0,Delhi,1008289,Low,2,0
47.0,665432.0,Hyderabad,908895,Medium,2,0
63.0,922153.0,Bangalore,862388,Low,4,0
39.0,1715578.0,Pune,1568374,High,2,0
43.0,1548858.0,Bangalore,1763232,Low,3,0
51.0,1180814.0,Mumbai,522688,High,1,0
60.0,401466.0,Pune,1852255,High,4,0
55.0,1224389.0,Mumbai,857235,Low,2,0
53.0,672243.0,Mumbai,635676,Low,2,1
55.0,1732622.0,Mumbai,1588729,Medium,3,1
21.0,1435799.0,Pune,642542,High,3,0
34.0,1097172.0,Pune,1407989,Low,1,0
53.0,1884038.0,Hyderabad,534840,Low,5,0
55.0,511416.0,Delhi,716320,Medium,5,0
25.0,337980.0,Bangalore,558810,Medium,5,0
58.0,604060.0,Bangalore,1693561,Medium,1,0
61.0,1037887.0,Mumbai,1908724,High,4,0
31.0,1220669.0,Pune,764279,Medium,5,1
22.0,1841311.0,Pune,1735110,High,5,1
64.0,929887.0,Mumbai,803311,Medium,2,1
37.0,1587828.0,Delhi,838015,High,2,1
59.0,636282.0,Bangalore,526575,Medium,4,1
40.0,426301.0,Hyderabad,1867948,High,3,0
34.0,1157508.0,Delhi,1220223,Medium,1,0
52.0,1024765.0,Pune,1078161,Medium,5,1
54.0,1107651.0,Mumbai,807432,Low,1,0
45.0,1593749.0,Bangalore,675915,High,2,0
27.0,1550417.0,Mumbai,968284,Low,1,0
55.0,1111952.0,Pune,1594487,High,2,0
49.0,611249.0,Mumbai,1962988,Low,1,0
42.0,1190391.0,Bangalore,1963690,Medium,2,1
61.0,255063.0,Mumbai,1933358,Low,1,0
63.0,743628.0,Bangalore,1003369,Medium,5,0
33.0,787069.0,Mumbai,1171977,High,5,1
,1259214.0,Mumbai,1602776,Medium,4,0
21.0,417986.0,Bangalore,1087576,Low,1,1
56.0,1555044.0,Mumbai,1205602,High,3,1
24.0,1599076.0,Delhi,730518,Low,4,0
57.0,421668.0,Hyderabad,950511,Medium,1,1
64.0,494786.0,Delhi,530096,Medium,3,0
60.0,715518.0,Hyderabad,1728637,Low,5,1
33.0,749666.0,Delhi,759758,High,5,1
58.0,1584406.0,Hyderabad,1730136,Low,5,1
44.0,505019.0,Mumbai,1506692,Medium,3,1
39.0,1366747.0,Bangalore,541687,High,2,0
21.0,1610781.0,Bangalore,1991365,Low,1,1
58.0,1987665.0,Pune,1349113,Medium,4,0
25.0,788665.0,Hyderabad,938521,High,4,0
36.0,984627.0,Pune,1425128,Low,5,1
44.0,778979.0,Pune,597597,High,2,1
47.0,1238240.0,Hyderabad,1350556,Medium,1,0
21.0,1706095.0,Bangalore,464379,Low,1,1
54.0,1702631.0,Hyderabad,1437542,Low,4,1
56.0,511207.0,Mumbai,720991,Medium,4,0
24.0,816070.0,Pune,1781821,Medium,4,0
20.0,278343.0,Pune,1968798,Medium,1,1
59.0,545215.0,Hyderabad,1017220,Low,4,0
31.0,1122996.0,Pune,1020143,Medium,1,1
55.0,845687.0,Bangalore,554435,Low,5,1
64.0,755645.0,Pune,341988,Low,2,1
42.0,1713630.0,Hyderabad,748668,High,4,0
50.0,641913.0,Bangalore,1111250,Medium,1,0
30.0,794571.0,Bangalore,1743478,Medium,5,0
29.0,259567.0,Pune,1602456,High,3,0
22.0,509150.0,Hyderabad,701312,Low,5,1
33.0,437778.0,Pune,408336,Low,2,0
35.0,1390334.0,Mumbai,1291656,Low,5,0
,1834470.0,Mumbai,998447,Medium,4,1
48.0,1529611.0,Bangalore,685718,Low,4,1
29.0,1693907.0,Pune,1057354,High,3,0
31.0,826020.0,Mumbai,1727097,Low,1,0
49.0,916079.0,Delhi,585811,Medium,5,1
60.0,1212968.0,Mumbai,894399,Medium,3,0
20.0,,Pune,823931,Low,4,1
24.0,1154227.0,Pune,1959356,Low,1,1
39.0,1016309.0,Mumbai,951288,Medium,1,1
27.0,449465.0,Pune,1424782,Low,2,0
62.0,424589.0,Pune,970997,High,4,0
31.0,738314.0,Delhi,1823674,Medium,1,1
20.0,1531142.0,Bangalore,916764,Low,2,1
39.0,495625.0,Pune,398941,Low,2,1
47.0,833672.0,Hyderabad,602891,Low,4,0
62.0,1501347.0,Bangalore,621893,High,1,0
56.0,258031.0,Bangalore,1139532,Medium,1,0
56.0,554398.0,Hyderabad,423569,High,5,0
31.0,792520.0,Mumbai,1230135,Low,1,1
56.0,1915948.0,Delhi,780686,High,2,0
63.0,542368.0,Pune,308903,Low,3,0
47.0,616673.0,Mumbai,1668502,Low,4,1
34.0,663788.0,Hyderabad,377261,Medium,3,1
25.0,960791.0,Delhi,381604,Medium,1,1
63.0,1219526.0,Delhi,895374,Low,2,1
39.0,,Delhi,1015796,Low,3,0
33.0,1378642.0,Hyderabad,325443,Low,4,0
21.0,1387558.0,Mumbai,1035584,Medium,5,1
28.0,1513413.0,Pune,1792432,Medium,3,1
56.0,1888177.0,Delhi,1339352,Low,5,0
39.0,753098.0,Delhi,1463731,Medium,1,0
45.0,744380.0,Mumbai,430560,Low,1,0
48.0,6922284.0,Delhi,1845679,High,4,1
20.0,1830969.0,Delhi,460620,Medium,5,1
54.0,1934441.0,Hyderabad,508721,Low,5,0
25.0,1452876.0,Bangalore,1148790,High,4,0
56.0,490699.0,Mumbai,649969,Low,3,1
24.0,796222.0,Mumbai,449232,High,4,1
52.0,1845652.0,Mumbai,739421,Medium,1,0
33.0,,Hyderabad,1673000,Medium,5,1
31.0,1653617.0,Hyderabad,778061,Low,2,0
61.0,1732579.0,Pune,598996,Medium,2,0
39.0,695707.0,Hyderabad,607165,Medium,1,1
43.0,355223.0,Mumbai,1354771,High,5,1
62.0,1900932.0,Pune,1021907,Medium,5,0
53.0,1772900.0,Bangalore,1766078,High,4,1
44.0,1604668.0,Delhi,1251085,High,3,1
48.0,763339.0,Delhi,1426250,High,4,1
58.0,691513.0,Pune,818412,Medium,2,1
50.0,280738.0,Bangalore,1637439,Low,5,0
62.0,535740.0,Delhi,1185008,Low,3,1
42.0,1832935.0,Pune,1134882,Medium,4,0
63.0,330613.0,Hyderabad,1889056,High,3,0
57.0,273601.0,Mumbai,1956500,Medium,2,0
39.0,1278449.0,Bangalore,1420388,Low,3,1
42.0,1940584.0,Delhi,327551,High,5,0
64.0,1320044.0,Mumbai,420920,Medium,3,0
35.0,1012902.0,Pune,1410020,High,3,1
61.0,1969065.0,Delhi,988484,High,4,1
27.0,1256904.0,Mumbai,575798,Low,3,0
40.0,1349620.0,Hyderabad,1348779,High,3,1
20.0,975807.0,Bangalore,975489,Medium,2,1
27.0,321173.0,Pune,1989148,High,3,1
48.0,246638.0,Delhi,634294,High,4,0
51.0,997700.0,Hyderabad,1068463,Medium,4,1
57.0,1450251.0,Bangalore,988624,Low,5,0
24.0,1362496.0,Bangalore,689956,Low,2,1
41.0,610261.0,Hyderabad,480286,Medium,1,1
53.0,1944677.0,Delhi,760331,High,5,1
20.0,1684562.0,Bangalore,1537531,Medium,3,1
45.0,207887.0,Pune,746661,Medium,2,1
62.0,953266.0,Mumbai,668298,Medium,5,1
29.0,1222658.0,Pune,500733,Low,4,0
49.0,1273494.0,Bangalore,810617,High,2,1
37.0,1021929.0,Mumbai,1222832,Medium,2,0
36.0,555706.0,Hyderabad,1738782,Low,3,0
45.0,916369.0,Mumbai,621343,Low,2,1
27.0,1522649.0,Mumbai,1143471,High,2,1
59.0,1755084.0,Mumbai,1163664,Medium,1,0
31.0,1875065.0,Bangalore,925971,High,3,1
46.0,720337.0,Delhi,1923614,Medium,2,1
27.0,1217977.0,Bangalore,316119,Low,2,1
44.0,934459.0,Delhi,586161,Low,1,0
23.0,1627286.0,Hyderabad,479852,High,1,1
52.0,490690.0,Hyderabad,1505852,Medium,4,1
20.0,1238646.0,Hyderabad,1761354,High,3,0
38.0,409496.0,Hyderabad,1241932,Medium,1,1
50.0,892698.0,Hyderabad,556599,High,2,0
35.0,1676075.0,Pune,321497,Low,1,0
33.0,806782.0,Bangalore,1614092,High,5,0
24.0,1719962.0,Delhi,1961547,Medium,4,0
60.0,1988723.0,Hyderabad,1985580,High,4,0
45.0,508710.0,Pune,1662648,Medium,3,1
47.0,547608.0,Pune,1120392,High,4,1
21.0,1376855.0,Pune,1365773,Medium,3,0
25.0,281991.0,Bangalore,399456,Medium,5,0
28.0,554824.0,Hyderabad,486056,Medium,2,0
52.0,1538733.0,Pune,1867427,High,5,0
60.0,1300708.0,Pune,957243,High,3,1
44.0,455069.0,Hyderabad,578795,Low,3,0
32.0,2742856.0,Bangalore,1303095,Medium,3,0
28.0,883444.0,Pune,827100,Low,2,1
32.0,876503.0,Delhi,1444557,Low,3,1
50.0,1340203.0,Mumbai,1590824,Medium,5,0
60.0,322772.0,Mumbai,1617282,Low,2,1
30.0,1477991.0,Mumbai,1814341,High,5,0
23.0,1176230.0,Bangalore,822082,Low,2,1
53.0,865582.0,Pune,632857,High,3,0
57.0,1177469.0,Mumbai,1529183,Medium,2,1
23.0,1761853.0,Mumbai,1803092,Medium,1,0
57.0,1507589.0,Hyderabad,1728258,Medium,5,0
38.0,1665741.0,Pune,1445341,Low,1,1
25.0,1264692.0,Pune,787853,Medium,1,0
,906412.0,Hyderabad,388641,Medium,3,0
37.0,1824233.0,Pune,520075,High,3,0
32.0,904177.0,Delhi,1955833,Low,1,0
60.0,433982.0,Bangalore,580361,Low,2,1
42.0,1987139.0,Hyderabad,396844,Medium,3,0
38.0,405383.0,Mumbai,1488637,Low,5,0
64.0,491799.0,Pune,1957759,Medium,1,0
30.0,388874.0,Delhi,1026051,High,5,1
,1820496.0,Delhi,487922,Low,5,0
43.0,1131697.0,Bangalore,822005,Low,5,1
26.0,411284.0,Delhi,1864480,High,1,0
44.0,1934712.0,Pune,481514,Low,4,0
40.0,636441.0,Pune,635641,Medium,3,1
34.0,1439658.0,Delhi,569330,Low,5,1
20.0,413807.0,Pune,700722,Low,1,1
31.0,1445099.0,Pune,734242,High,4,1
26.0,1952748.0,Mumbai,1528599,High,1,0
34.0,673818.0,Hyderabad,1182193,Medium,3,0
40.0,1529615.0,Pune,948560,Low,1,0
38.0,1138713.0,Pune,1346788,Low,2,0
48.0,1484468.0,Bangalore,492407,High,2,0
44.0,1986272.0,Hyderabad,393133,Medium,5,0
52.0,442718.0,Hyderabad,372306,Low,1,1
51.0,917167.0,Hyderabad,1096325,Medium,1,0
54.0,747374.0,Delhi,456226,Low,5,1
63.0,1334213.0,Mumbai,389854,High,5,0
57.0,675243.0,Mumbai,743973,High,4,1
45.0,1931143.0,Bangalore,471827,High,1,0
30.0,569478.0,Hyderabad,1773150,High,3,1
54.0,1924833.0,Hyderabad,519046,High,3,0
27.0,787371.0,Pune,687002,High,3,0
33.0,1343604.0,Delhi,927097,Medium,5,0
29.0,1870415.0,Delhi,786208,High,5,1
21.0,862643.0,Bangalore,847919,Medium,5,1
28.0,1866888.0,Mumbai,567951,High,3,0
22.0,462399.0,Hyderabad,1289296,Low,4,0
,1763728.0,Bangalore,1822484,Low,2,1
45.0,407627.0,Delhi,954472,Low,1,1
27.0,1788351.0,Delhi,836196,Medium,2,0
21.0,1749125.0,Delhi,979795,High,1,1
25.0,7168840.0,Hyderabad,1083175,Medium,5,0
47.0,1021482.0,Hyderabad,1934580,High,3,1
48.0,470888.0,Hyderabad,1379008,Low,2,1
45.0,617972.0,Pune,1297478,Medium,5,0
44.0,1310172.0,Mumbai,1449034,High,1,0
31.0,1987333.0,Delhi,707443,Medium,2,1
24.0,1630360.0,Delhi,773017,Medium,2,1
53.0,1041464.0,Pune,1564372,Low,2,1
56.0,1029119.0,Delhi,656245,Low,2,0
34.0,377175.0,Delhi,791340,Low,2,1
63.0,1401624.0,Hyderabad,1577258,Low,5,1
55.0,593807.0,Hyderabad,1038001,Low,1,1
34.0,,Mumbai,1374366,High,1,0
62.0,1048292.0,Delhi,1079933,High,4,0
42.0,333332.0,Bangalore,782110,Low,3,0
25.0,1489091.0,Delhi,1772736,Low,2,0
,1969819.0,Delhi,1007906,Low,1,1
62.0,486885.0,Mumbai,1221529,Medium,3,0
64.0,581864.0,Bangalore,1757699,Low,3,0
40.0,1547931.0,Delhi,773221,High,5,1
42.0,964752.0,Bangalore,1920060,High,2,0
62.0,982733.0,Hyderabad,1523411,Medium,4,1
35.0,2539032.0,Hyderabad,752790,High,3,0
34.0,1517589.0,Bangalore,1713836,Low,5,0
44.0,1735410.0,Delhi,1135258,Medium,2,0
55.0,549760.0,Bangalore,1668690,Medium,1,1
30.0,294515.0,Bangalore,1758382,High,4,1
34.0,1399070.0,Hyderabad,1104172,Low,2,1
,1939549.0,Bangalore,476800,Low,5,0
40.0,1436664.0,Pune,651525,Low,5,0
32.0,1832974.0,Pune,1028052,Medium,5,0
41.0,419601.0,Hyderabad,1033456,High,5,1
38.0,933282.0,Delhi,617818,High,5,1
,496177.0,Delhi,609911,High,4,1
33.0,1509281.0,Hyderabad,415737,Low,3,0
23.0,1703785.0,Delhi,1552007,Medium,3,0
46.0,212938.0,Mumbai,601788,Medium,1,0
48.0,1379418.0,Pune,811908,High,3,0
47.0,1194199.0,Mumbai,1783227,High,5,0
54.0,1512994.0,Mumbai,701272,Medium,3,0
27.0,625031.0,Mumbai,518299,High,3,0
35.0,1717810.0,Hyderabad,799256,Medium,5,0
61.0,1398609.0,Mumbai,1049497,Medium,4,1
55.0,1268620.0,Bangalore,1269922,High,5,0
49.0,,Delhi,1435125,Medium,3,0
37.0,1139479.0,Hyderabad,1777305,Medium,3,1
21.0,1525426.0,Bangalore,1830735,High,1,1
32.0,1385622.0,Bangalore,1635380,High,5,0
23.0,538608.0,Pune,1351215,High,1,1
45.0,745501.0,Pune,911144,Medium,1,0
44.0,1774814.0,Bangalore,1158441,High,2,0
49.0,1502619.0,Pune,1621342,High,1,0
30.0,1988949.0,Delhi,418192,Medium,3,0
26.0,1204735.0,Delhi,580952,Medium,3,1
50.0,1573464.0,Pune,1797428,High,2,1
63.0,873131.0,Mumbai,1812624,High,2,0
29.0,1711602.0,Bangalore,585095,Medium,5,0
58.0,1021485.0,Delhi,1305510,Medium,2,0
32.0,448966.0,Pune,941197,Low,4,0
50.0,645292.0,Pune,1545589,Medium,3,0
26.0,1386693.0,Delhi,547889,Medium,3,0
61.0,1568343.0,Delhi,476148,Low,2,0
61.0,1278290.0,Mumbai,1994386,High,2,1
55.0,889746.0,Pune,1232849,Low,3,0
39.0,1620003.0,Pune,431469,Medium,2,1
23.0,1519282.0,Hyderabad,1887529,Low,5,0
26.0,517192.0,Mumbai,1887424,Low,2,1
20.0,555439.0,Delhi,588520,Low,2,0
63.0,212026.0,Delhi,713073,Low,5,0
64.0,306147.0,Bangalore,1019628,Low,5,0
61.0,1804453.0,Delhi,1184474,Low,5,1
32.0,1881063.0,Pune,1058653,High,3,1
41.0,1083706.0,Delhi,1499958,Low,2,0
40.0,488988.0,Pune,1104760,Low,5,0
41.0,552559.0,Pune,472469,Low,5,0
47.0,1457150.0,Mumbai,993519,Low,3,1
28.0,1462916.0,Delhi,1730807,Medium,4,1
45.0,254708.0,Mumbai,1014664,Low,2,0
28.0,657141.0,Pune,873286,Low,4,0
34.0,1843689.0,Delhi,1675573,Low,4,1
29.0,1824438.0,Delhi,1450880,High,5,0
43.0,1596268.0,Mumbai,712264,Low,3,0
61.0,612028.0,Mumbai,1660937,Medium,2,0
27.0,1480985.0,Pune,1829076,High,2,0
43.0,1959245.0,Pune,489692,Medium,2,0
35.0,1837094.0,Delhi,1503533,High,4,1
45.0,1503027.0,Delhi,1337322,High,1,1
46.0,1027013.0,Hyderabad,1682551,Low,3,1
56.0,1495750.0,Hyderabad,1258652,Low,1,1
23.0,639844.0,Bangalore,1879967,High,4,0
43.0,1468276.0,Pune,555948,Low,5,0
38.0,487249.0,Bangalore,1495104,Low,1,0
55.0,714539.0,Bangalore,580372,High,1,1
58.0,531301.0,Mumbai,562190,High,3,0
29.0,1674234.0,Mumbai,628499,Medium,4,1
44.0,1243840.0,Hyderabad,729791,High,3,0
37.0,1597955.0,Bangalore,1040302,Medium,5,0
38.0,970802.0,Hyderabad,1742872,Medium,2,0
55.0,464491.0,Pune,1286186,Low,4,1
,950382.0,Delhi,940253,Low,5,0
52.0,348182.0,Mumbai,1163894,High,5,1
24.0,393242.0,Pune,1364506,High,1,0
54.0,1122427.0,Pune,380823,Medium,3,0
63.0,907161.0,Mumbai,662665,Medium,1,0
53.0,655987.0,Mumbai,1023782,Low,1,1
52.0,324926.0,Bangalore,378880,High,2,0
40.0,281147.0,Hyderabad,1567202,High,3,0
36.0,1558855.0,Pune,472827,High,2,0
41.0,1792063.0,Bangalore,1007840,High,5,0
56.0,1431784.0,Bangalore,307293,Low,2,0
34.0,1678367.0,Pune,1941406,Low,5,1
54.0,,Pune,1409104,Medium,1,1
47.0,320787.0,Delhi,717572,Low,2,0
26.0,1164237.0,Hyderabad,1457461,Medium,3,1
51.0,314427.0,Pune,1494347,Low,2,0
30.0,348063.0,Mumbai,459506,Low,5,0
29.0,877913.0,Delhi,1927533,High,4,1
28.0,1469358.0,Hyderabad,579746,Medium,3,0
33.0,811781.0,Mumbai,471858,Medium,5,1
32.0,,Mumbai,1096384,Medium,4,1
44.0,999203.0,Hyderabad,1128116,Low,3,0
21.0,1374183.0,Delhi,1464608,High,4,0
54.0,971122.0,Mumbai,857193,Low,1,0
26.0,1135802.0,Bangalore,1140034,High,1,0
40.0,279876.0,Hyderabad,477996,Low,2,0
37.0,692108.0,Hyderabad,1886245,Medium,2,0
22.0,367071.0,Pune,1599242,Low,2,0
61.0,1975823.0,Delhi,590274,Medium,2,1
58.0,655884.0,Bangalore,1903279,High,4,1
60.0,1711166.0,Bangalore,480200,Medium,3,0
30.0,1709301.0,Pune,384679,Medium,3,0
58.0,,Mumbai,1315866,Medium,2,1
43.0,1745140.0,Mumbai,415458,Medium,1,0
38.0,537927.0,Bangalore,431460,High,5,1
23.0,768728.0,Delhi,1950516,Low,2,0
45.0,755943.0,Mumbai,1499454,Low,2,1
57.0,767327.0,Hyderabad,364333,Low,1,1
61.0,517399.0,Pune,1060676,Low,5,0
51.0,272219.0,Delhi,1459506,Medium,4,1
58.0,910349.0,Mumbai,1872516,High,4,1
64.0,1867458.0,Bangalore,1615572,High,5,1
55.0,1569315.0,Pune,1070643,Low,5,1
59.0,894911.0,Mumbai,1750419,Low,4,0
56.0,918590.0,Bangalore,984408,High,2,1
52.0,566042.0,Mumbai,1711006,High,2,1
,1539091.0,Pune,1047910,Medium,1,0
22.0,1711150.0,Hyderabad,1461696,High,5,1
28.0,359950.0,Hyderabad,900884,High,2,1
27.0,367229.0,Bangalore,688841,Medium,2,0
52.0,1254490.0,Hyderabad,1799909,Medium,1,0
25.0,1463348.0,Pune,1080166,Medium,5,1
60.0,1537900.0,Bangalore,1926346,High,1,0
58.0,1121192.0,Mumbai,1124629,High,1,0
23.0,1065048.0,Delhi,1688414,High,4,0
32.0,1476137.0,Mumbai,417458,Medium,1,1
21.0,1436011.0,Pune,1287416,High,5,0
24.0,819501.0,Bangalore,1468190,High,2,1
63.0,620576.0,Mumbai,778403,Medium,2,0
46.0,,Bangalore,751698,Low,4,1
,606669.0,Hyderabad,913772,Low,5,0
40.0,1375175.0,Delhi,1231482,High,2,0
27.0,878063.0,Pune,1006098,Medium,1,0
57.0,1438669.0,Mumbai,1099137,Medium,3,1
27.0,1322752.0,Delhi,1768699,High,3,0
22.0,294799.0,Pune,1698087,High,3,0
63.0,822673.0,Pune,1665332,Low,3,0
22.0,959942.0,Hyderabad,1982029,Medium,1,0
41.0,1337495.0,Bangalore,1334460,High,2,0
25.0,1124914.0,Bangalore,310248,Medium,4,1
21.0,805750.0,Delhi,1133420,High,1,0
42.0,379340.0,Hyderabad,389169,Low,2,1
63.0,889608.0,Pune,1967903,High,5,0
21.0,1279735.0,Hyderabad,1356037,Low,2,1
,242039.0,Hyderabad,1506646,Low,2,0
36.0,957262.0,Delhi,968181,High,2,1
54.0,1296376.0,Bangalore,844158,High,1,1
53.0,502905.0,Hyderabad,837698,Low,2,0
42.0,818914.0,Hyderabad,387721,Medium,2,0
49.0,679319.0,Hyderabad,319133,Medium,5,1
27.0,1366944.0,Mumbai,1109791,Low,5,0
41.0,899023.0,Hyderabad,1900264,Low,3,0
63.0,1853767.0,Hyderabad,334173,High,1,0
55.0,1157916.0,Pune,1342270,High,2,1
24.0,1367574.0,Mumbai,1359755,Low,3,1
32.0,441324.0,Hyderabad,1541534,Low,3,0
48.0,709662.0,Hyderabad,1384071,Medium,1,0
50.0,628583.0,Delhi,1617207,Medium,3,1
35.0,1762096.0,Delhi,839048,Medium,3,1
61.0,1570614.0,Mumbai,1738320,Low,1,0
49.0,433229.0,Pune,391975,Low,4,0
35.0,1037876.0,Mumbai,1965329,Medium,3,0
,1151773.0,Mumbai,591547,Medium,5,0
,261748.0,Delhi,1023397,High,3,1
35.0,1289766.0,Delhi,415625,High,1,1
31.0,1288894.0,Pune,301755,Low,1,0
27.0,892378.0,Hyderabad,371352,High,4,1
39.0,324078.0,Pune,776352,Low,4,1
22.0,239759.0,Hyderabad,1774408,Low,5,0
35.0,1002930.0,Bangalore,1726611,Low,5,1
49.0,750277.0,Delhi,1547074,Medium,3,0
64.0,1744502.0,Bangalore,936421,High,4,0
42.0,1929504.0,Bangalore,718182,High,5,0
47.0,2316716.0,Delhi,1880552,High,3,0
59.0,1053009.0,Bangalore,470556,High,2,1
24.0,567375.0,Mumbai,1245057,Medium,3,1
39.0,1232203.0,Hyderabad,1274946,High,5,0
59.0,885459.0,Pune,444086,High,3,0
,1076332.0,Delhi,1397019,Medium,2,0
20.0,633855.0,Mumbai,473033,High,5,1
49.0,1091111.0,Pune,1274005,High,3,1
40.0,485626.0,Pune,489986,Medium,5,1
39.0,1579932.0,Pune,681230,Medium,3,1
25.0,1697053.0,Bangalore,1909261,Medium,1,0
41.0,,Bangalore,635446,Medium,5,0
37.0,680533.0,Bangalore,764899,Low,5,0
27.0,1016480.0,Bangalore,1724137,Medium,5,1
58.0,1120569.0,Mumbai,543818,High,5,1
51.0,1643828.0,Bangalore,478250,High,3,0
52.0,1808678.0,Delhi,301063,High,4,0
35.0,915054.0,Pune,1816158,High,3,1
31.0,1658716.0,Mumbai,702550,Low,2,0
57.0,591637.0,Bangalore,1424424,Low,1,0
53.0,1308780.0,Pune,467115,Low,3,0
33.0,1805708.0,Mumbai,628656,High,3,0
55.0,448827.0,Pune,1983551,High,5,1
52.0,1781024.0,Mumbai,1474806,Medium,2,0
42.0,544087.0,Hyderabad,802926,Medium,5,1
64.0,221518.0,Mumbai,959429,High,5,0
21.0,610275.0,Bangalore,561252,Medium,4,0
60.0,1795916.0,Pune,1344369,Medium,1,1
40.0,794091.0,Pune,970964,High,4,0
21.0,271524.0,Pune,314612,Low,5,0
46.0,948870.0,Delhi,1266606,High,1,0
28.0,1767431.0,Delhi,1912034,High,3,0
20.0,1076004.0,Bangalore,476173,Medium,2,1
30.0,791309.0,Hyderabad,1938745,Medium,4,0
22.0,935609.0,Delhi,993070,High,2,0
42.0,482187.0,Mumbai,778078,Low,5,1
45.0,1250995.0,Bangalore,1208524,High,1,1
23.0,1960828.0,Hyderabad,1202196,Low,3,0
37.0,1370407.0,Mumbai,1489011,Low,1,0
25.0,968976.0,Pune,1221274,High,2,0
54.0,1874663.0,Delhi,373960,High,2,0
41.0,1134644.0,Mumbai,311990,High,3,0
62.0,636700.0,Hyderabad,1442834,Low,3,1
34.0,1443517.0,Bangalore,1476216,Medium,1,0
41.0,1424858.0,Mumbai,803619,Low,4,1
56.0,540641.0,Bangalore,606803,Low,1,0
61.0,832899.0,Pune,856425,Low,2,1
31.0,1386135.0,Hyderabad,315573,Medium,1,0
61.0,786400.0,Hyderabad,710050,Low,5,1
57.0,,Delhi,309554,Low,1,0
37.0,1487616.0,Hyderabad,529726,Low,1,0
64.0,1002792.0,Mumbai,1310312,Medium,5,1
54.0,957739.0,Mumbai,1057668,Low,2,0
49.0,1994354.0,Mumbai,1294157,Medium,3,1
43.0,1240206.0,Pune,517670,Medium,1,1
61.0,1593758.0,Hyderabad,1168596,High,4,0
49.0,1755381.0,Hyderabad,1009157,High,3,1
33.0,1190671.0,Mumbai,313015,High,4,0
25.0,465161.0,Delhi,1222238,Medium,1,0
22.0,548405.0,Delhi,359617,High,4,1
35.0,391196.0,Hyderabad,1298202,High,3,1
26.0,1994234.0,Hyderabad,1982905,High,4,0
33.0,1692741.0,Bangalore,375195,Medium,4,1
28.0,1962204.0,Hyderabad,1731323,Low,3,0
34.0,790608.0,Mumbai,1251085,High,3,1
40.0,1483643.0,Pune,1074726,High,3,0
54.0,1985237.0,Hyderabad,1563298,High,3,0
21.0,1644988.0,Hyderabad,437715,High,5,0
46.0,537232.0,Mumbai,1361845,Medium,1,0
21.0,1429362.0,Bangalore,1629078,Low,3,1
54.0,1542641.0,Hyderabad,792069,Low,2,0
37.0,,Delhi,922317,High,4,1
33.0,1313926.0,Delhi,821579,Low,3,0
39.0,381417.0,Delhi,383857,High,3,0
37.0,440678.0,Pune,1741995,High,1,0
29.0,543275.0,Pune,820542,Low,3,0
44.0,1270639.0,Hyderabad,492830,Low,5,0
21.0,1889980.0,Hyderabad,643398,Medium,2,0
